District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Hyderabad,Golkonda,21-Aug-24,8.2,23.4,35.7,54.5,100,0,4.6
Hyderabad,Golkonda,22-Aug-24,0.5,23.5,34.6,59,95.5,0,8
Hyderabad,Golkonda,23-Aug-24,0.9,23.6,32,64.6,100,0,9
Hyderabad,Golkonda,24-Aug-24,0,24.1,31.3,65.1,92.2,0,5.9
Hyderabad,Golkonda,25-Aug-24,4.3,22.3,28.6,71.2,100,0,7.7
Hyderabad,Golkonda,26-Aug-24,0,23.9,31.2,66.1,92.4,0,10
Hyderabad,Golkonda,27-Aug-24,4.3,22.5,32.5,58,100,2.7,7.4
Hyderabad,Golkonda,28-Aug-24,0.2,22.7,31.1,61.2,97,0,4.4
Hyderabad,Golkonda,29-Aug-24,0,23.1,31,61.2,92.4,0,6.1
Hyderabad,Golkonda,30-Aug-24,1,22.8,33.8,56,100,0,6.2
Hyderabad,Golkonda,31-Aug-24,9.6,22.2,31.4,64.6,100,0,6.6
Hyderabad,Himayatnagar,01-Aug-24,0,25.4,34.3,51.3,86.9,2.2,20.6
Hyderabad,Himayatnagar,02-Aug-24,0,24.6,30.9,62.1,84.7,4.4,16.6
Hyderabad,Himayatnagar,03-Aug-24,0,24.2,32.5,55.3,87,5.7,15.2
Hyderabad,Himayatnagar,04-Aug-24,0,24.4,31.5,64.8,88.9,3.5,19.9
Hyderabad,Himayatnagar,05-Aug-24,0,23.8,31.7,62.9,92.3,2.2,16.9
Hyderabad,Himayatnagar,06-Aug-24,0.1,25.1,35.7,43.3,86.9,2.2,15.2
Hyderabad,Himayatnagar,07-Aug-24,0.6,24.4,31.1,60.1,95.2,1.1,16.7
Hyderabad,Himayatnagar,08-Aug-24,19.9,22.2,28.6,68.2,94.1,0.9,18.8
Hyderabad,Himayatnagar,09-Aug-24,9.6,23.4,31.3,60.6,100,0,15.4
Hyderabad,Himayatnagar,10-Aug-24,3.5,23.8,33.7,51.3,100,1.5,17.9
Hyderabad,Himayatnagar,11-Aug-24,0,25.4,35,47.4,95,1.2,15.8
Hyderabad,Himayatnagar,12-Aug-24,22.1,23.2,34.4,49.6,94,0.2,13.2
Hyderabad,Himayatnagar,13-Aug-24,15.8,24,35.7,48.4,100,0,15
Hyderabad,Himayatnagar,14-Aug-24,3.5,24.8,35,53.8,100,0,10.9
Hyderabad,Himayatnagar,15-Aug-24,0,26,35.3,52.8,91.9,0.6,10.3
Hyderabad,Himayatnagar,16-Aug-24,59.2,22.3,38.2,44.3,100,0,20.2
Hyderabad,Himayatnagar,17-Aug-24,11.2,24,37.7,48.4,93.5,0,19.2
Hyderabad,Himayatnagar,18-Aug-24,2.6,25,37.1,47.8,100,0,15.9
Hyderabad,Himayatnagar,19-Aug-24,0,26.1,36.6,48.4,86.9,0,15.4
Hyderabad,Himayatnagar,20-Aug-24,77.5,22.6,37.1,47.2,100,0,18.2
Hyderabad,Himayatnagar,21-Aug-24,12.7,23.7,36.7,49.1,94,0,14.6
Hyderabad,Himayatnagar,22-Aug-24,1.5,23.3,34.8,53.8,85.3,0.1,15.9
Hyderabad,Himayatnagar,23-Aug-24,0.2,23.5,31.8,58.7,88.1,2.8,12.1
Hyderabad,Himayatnagar,24-Aug-24,0,24.1,31.6,58.2,85.8,3.7,15.8
Hyderabad,Himayatnagar,25-Aug-24,3.4,22.5,28.4,66.8,89.4,1.8,14.9
Hyderabad,Himayatnagar,26-Aug-24,0.1,23.6,31.1,59.7,85.1,2.8,12.2
Hyderabad,Himayatnagar,27-Aug-24,1,23.3,32.3,53.3,84.2,4.4,14.4
Hyderabad,Himayatnagar,28-Aug-24,0.3,23.3,32.5,52.4,88.6,1.1,10.9
Hyderabad,Himayatnagar,29-Aug-24,0,23.6,32.4,53.8,83.7,0,18.5
Hyderabad,Himayatnagar,30-Aug-24,2.4,23,34.4,48,87.9,0,17.5
Hyderabad,Himayatnagar,31-Aug-24,5.2,22.4,31.4,58.2,91,2.7,22
Hyderabad,Khairatabad,01-Aug-24,0,25.3,35.1,55.2,85.1,2.8,12.7
Hyderabad,Khairatabad,02-Aug-24,0,24.5,31.6,62.7,89.5,2.3,11
Hyderabad,Khairatabad,03-Aug-24,0,24.2,31.8,59.9,84.7,5.2,14.2
Hyderabad,Khairatabad,04-Aug-24,0,24.4,32.3,57.7,83.9,3.4,15.4
Hyderabad,Khairatabad,05-Aug-24,0.5,23.9,32.8,55.9,86.5,3.1,14.6
Hyderabad,Khairatabad,06-Aug-24,0.4,24.5,35.2,49.8,88.2,1.1,13.4
Hyderabad,Khairatabad,07-Aug-24,0.9,24.1,31,64,91.4,1.1,8.7
Hyderabad,Khairatabad,08-Aug-24,23.7,22.3,28.2,74.6,100,0.1,12.4
Hyderabad,Khairatabad,09-Aug-24,7.6,23.3,31.6,64.9,99.8,0,8.4
Hyderabad,Khairatabad,10-Aug-24,2.9,23.3,34,55.7,95.4,0,9.3
Hyderabad,Khairatabad,11-Aug-24,0,24.7,35.3,51.4,85.7,0.3,9.2
Hyderabad,Khairatabad,12-Aug-24,7.3,23.6,33.8,56.2,96.3,0,8
Hyderabad,Khairatabad,13-Aug-24,40.1,24.1,35.8,53.8,97.9,0,10.8
Hyderabad,Khairatabad,14-Aug-24,1.7,25,35.8,51,98.1,0,6.6
Hyderabad,Khairatabad,15-Aug-24,3.6,25.9,35.3,54,91.2,0,8.5
Hyderabad,Khairatabad,16-Aug-24,45.9,22.5,37.7,46.6,99.7,0,13.5
Hyderabad,Khairatabad,17-Aug-24,5.8,23.7,37.6,49.8,98.2,0,15
Hyderabad,Khairatabad,18-Aug-24,0.3,24.8,38.1,44.4,94.3,0,7.3
Hyderabad,Khairatabad,19-Aug-24,1.5,23.5,37.9,45.4,95.8,0.1,11
Hyderabad,Khairatabad,20-Aug-24,73.4,22.6,35.4,55.2,100,0,14.8
Hyderabad,Khairatabad,21-Aug-24,35.7,23.3,36.6,49.8,99.9,0,7.7
Hyderabad,Khairatabad,22-Aug-24,0.4,23.2,35.5,54,91.3,0.4,18.9
Hyderabad,Khairatabad,23-Aug-24,0.1,23.9,32.6,59.6,91.8,3.6,14.9
Hyderabad,Khairatabad,24-Aug-24,1.9,24,32.4,59.1,90,2.2,14.2
Hyderabad,Khairatabad,25-Aug-24,6,22.3,28.8,70.8,96.4,4,15.7
Hyderabad,Khairatabad,26-Aug-24,0.1,23.9,31,64.6,87.4,3,15.3
Hyderabad,Khairatabad,27-Aug-24,0.3,23.1,33.8,53.4,88.8,6.6,14.6
Hyderabad,Khairatabad,28-Aug-24,0,23.1,32.4,55.7,88.8,2.7,10.7
Hyderabad,Khairatabad,29-Aug-24,0,23.4,32.4,57.1,88.2,1.4,10.8
Hyderabad,Khairatabad,30-Aug-24,1.4,23.6,33.7,55.7,90,0.5,9
Hyderabad,Khairatabad,31-Aug-24,8,22.2,31.4,65.3,98.3,0.2,9.3
Hyderabad,Maredpally,01-Aug-24,0,25.3,34.1,56.4,85.2,0.4,13.1
Hyderabad,Maredpally,02-Aug-24,0.3,24.2,30.7,65.2,92.9,1.5,8.1
Hyderabad,Maredpally,03-Aug-24,0,24.2,32,61.5,84.6,3.4,10.8
Hyderabad,Maredpally,04-Aug-24,0,24.2,31.7,59.7,84.2,0,11.8
Hyderabad,Maredpally,05-Aug-24,0,23.5,32.4,57.8,86.8,0.5,9
Hyderabad,Maredpally,06-Aug-24,0.6,24.5,36.3,49.5,92.3,0,11
Hyderabad,Maredpally,07-Aug-24,0.3,23.7,31.3,68.8,94.6,0,9.1
Hyderabad,Maredpally,08-Aug-24,15.6,22.1,27.7,74.7,100,0,7.1
Hyderabad,Maredpally,09-Aug-24,6.1,23.1,30.9,65.7,100,0,8.2
Hyderabad,Maredpally,10-Aug-24,0.2,23.2,33.7,56.9,94.7,0,8.5
Hyderabad,Maredpally,11-Aug-24,0,24.5,34.8,52.6,95.6,0,7.2
Hyderabad,Maredpally,12-Aug-24,21.3,22.9,34.1,54.5,99.2,0,9.9
Hyderabad,Maredpally,13-Aug-24,21.9,24,34.9,53,100,0,6.7
Hyderabad,Maredpally,14-Aug-24,5.5,24.6,35.4,56.4,99.7,0,4.7
Hyderabad,Maredpally,15-Aug-24,0,24.6,36.2,54.5,99.2,0,11.3
Hyderabad,Maredpally,16-Aug-24,15.6,21.8,38,49.9,100,0,8.1
Hyderabad,Maredpally,17-Aug-24,10.7,22.9,36.6,48.8,100,0,8.9
Hyderabad,Maredpally,18-Aug-24,0,23.7,36.7,47.5,100,0,10.4
Hyderabad,Maredpally,19-Aug-24,0,24,37.9,48.2,94.2,0,10.3
Hyderabad,Maredpally,20-Aug-24,88.3,22.3,36.7,54,100,0,5.7
Hyderabad,Maredpally,21-Aug-24,5.9,23.5,36.7,47.7,100,0,6.5
Hyderabad,Maredpally,22-Aug-24,0.9,22.6,35,58.7,98.5,0,7.7
Hyderabad,Maredpally,23-Aug-24,0,23.6,33.4,58.3,91,0.9,9.3
Hyderabad,Maredpally,24-Aug-24,0.6,24,32.9,58.7,91,0.2,7.5
Hyderabad,Maredpally,25-Aug-24,3.2,22.2,28.3,71.9,98.8,1.2,9.6
Hyderabad,Maredpally,26-Aug-24,0,23.6,32.1,60.6,88.3,1.5,12
Hyderabad,Maredpally,27-Aug-24,0,23,33.7,55,90.7,0.4,8.9
Hyderabad,Maredpally,28-Aug-24,0.1,23,31.9,54,92.8,0.4,9.6
Hyderabad,Maredpally,29-Aug-24,0,23.4,31.3,58.3,87.8,0,8.5
Hyderabad,Maredpally,30-Aug-24,9.8,22.2,32.6,59.2,100,0,11.4
Hyderabad,Maredpally,31-Aug-24,5.4,22.1,30.9,69.6,100,0,11.3
Hyderabad,Musheerabad,01-Aug-24,0,25.4,35.1,44.9,85,4.4,14.6
Hyderabad,Musheerabad,02-Aug-24,0.2,24.3,31.5,57.1,91.5,4.8,15
Hyderabad,Musheerabad,03-Aug-24,0,24.4,32.3,52.7,85.6,6.3,17.6
Hyderabad,Musheerabad,04-Aug-24,0,24.4,32.5,51.2,84.6,4.3,20.4
Hyderabad,Musheerabad,05-Aug-24,0.1,23.8,32.6,51.5,87.4,5.8,15.5
Hyderabad,Musheerabad,06-Aug-24,0.4,25.1,35.9,40.2,88,2.8,15.2
Hyderabad,Musheerabad,07-Aug-24,0.9,24.1,31.6,53,100,2,15.1
Hyderabad,Musheerabad,08-Aug-24,24.6,22.3,28.5,64.3,100,2.9,15.1
Hyderabad,Musheerabad,09-Aug-24,6.1,23.5,31.6,53.9,100,0,9.4
Hyderabad,Musheerabad,10-Aug-24,1.3,23.5,33.5,44.7,100,0,13.4
Hyderabad,Musheerabad,11-Aug-24,0,24.6,35.6,44.9,93.1,2.2,11.6
Hyderabad,Musheerabad,12-Aug-24,60.4,23.1,34.6,44.3,100,0,12.8
Hyderabad,Musheerabad,13-Aug-24,20,24.1,36.4,44.3,100,0,10.4
Hyderabad,Musheerabad,14-Aug-24,4.8,24.7,36,46,100,0,9
Hyderabad,Musheerabad,15-Aug-24,0,25.3,36,48.7,100,0,8.5
Hyderabad,Musheerabad,16-Aug-24,67.2,22.7,36.8,46.8,100,0,12.2
Hyderabad,Musheerabad,17-Aug-24,10,23.4,36.9,45.2,100,0,9.9
Hyderabad,Musheerabad,18-Aug-24,1.5,24.4,36.9,44.4,100,0,11.4
Hyderabad,Musheerabad,19-Aug-24,0,25.2,37.5,43.5,83.7,0,10.5
Hyderabad,Musheerabad,20-Aug-24,76.5,22.5,36.6,46.4,100,0,12.4
Hyderabad,Musheerabad,21-Aug-24,9,23.6,36.9,42.3,100,0.2,8.1
Hyderabad,Musheerabad,22-Aug-24,1.1,23,35.7,47.7,100,0.9,12.1
Hyderabad,Musheerabad,23-Aug-24,0,24,33.1,49.9,100,3.7,16
Hyderabad,Musheerabad,24-Aug-24,0,24.5,32.7,52,100,5.1,14.9
Hyderabad,Musheerabad,25-Aug-24,2.4,22.7,28.4,63.1,100,6.9,21.1
Hyderabad,Musheerabad,26-Aug-24,0.4,23.9,32.2,51.6,100,5.1,15.5
Hyderabad,Musheerabad,27-Aug-24,0.4,23,34.2,44.4,100,6.9,20.3
Hyderabad,Musheerabad,28-Aug-24,0,23,32.4,46.1,93.9,6.4,17.7
Hyderabad,Musheerabad,29-Aug-24,0,23.9,33.2,45.3,88.9,3.4,15.7
Hyderabad,Musheerabad,30-Aug-24,4.8,22.6,34.7,43.2,100,0,15.4
Hyderabad,Musheerabad,31-Aug-24,5.6,22.5,31.5,52,100,2.3,10.8
Hyderabad,Nampally,01-Aug-24,0,25.5,33.9,58.2,86.9,2.4,13.7
Hyderabad,Nampally,02-Aug-24,0,24.8,30.5,68.5,87.6,3.5,15.4
Hyderabad,Nampally,03-Aug-24,0,24.4,31.7,63.5,86.6,3.3,14.5
Hyderabad,Nampally,04-Aug-24,0,24.6,31.2,63.5,85.2,3.4,15.7
Hyderabad,Nampally,05-Aug-24,0,24.1,31.7,62.4,87.6,2,16.5
Hyderabad,Nampally,06-Aug-24,0,25.1,33.8,53.5,86.9,0.5,13.1
Hyderabad,Nampally,07-Aug-24,0.3,24.3,30.2,68.7,92.5,2.1,14.1
Hyderabad,Nampally,08-Aug-24,21.7,22.3,28.5,75.2,98.1,0.2,13.3
Hyderabad,Nampally,09-Aug-24,12.4,23.4,30.6,67,98.6,0,10
Hyderabad,Nampally,10-Aug-24,8,23.4,32.6,59.5,97.7,0,12.6
Hyderabad,Nampally,11-Aug-24,0,25.3,33.8,54.5,85.4,0,13.2
Hyderabad,Nampally,12-Aug-24,27.1,22.9,32.9,58.8,97.2,0,12.1
Hyderabad,Nampally,13-Aug-24,11.6,24,35,56.6,97.2,0,11.8
Hyderabad,Nampally,14-Aug-24,1.8,24.8,34,58.2,96.1,0,13.5
Hyderabad,Nampally,15-Aug-24,0,26.1,34.8,57.7,91.3,0,6.2
Hyderabad,Nampally,16-Aug-24,27.5,22.7,36,54.5,97.2,0,13.3
Hyderabad,Nampally,17-Aug-24,1.7,23.9,35,47.2,100,0,16.7
Hyderabad,Nampally,18-Aug-24,1.3,24.9,36.7,49.3,91.8,0,8.2
Hyderabad,Nampally,19-Aug-24,3.9,24.2,35.1,48.7,97,0,9.3
Hyderabad,Nampally,20-Aug-24,94.8,22.3,36.7,48.2,100,0,9.8
Hyderabad,Nampally,21-Aug-24,17.7,23.6,35.6,54.5,97.7,0,5.3
Hyderabad,Nampally,22-Aug-24,0.7,22.9,34.6,59.8,92,0,8.6
Hyderabad,Nampally,23-Aug-24,0,22.9,32.4,68.1,94,0.4,8.8
Hyderabad,Nampally,24-Aug-24,0,23.7,32.3,68.6,89.5,1.7,10.2
Hyderabad,Nampally,25-Aug-24,3.7,22.4,28.4,55,100,4.1,10.5
Hyderabad,Nampally,26-Aug-24,0.2,23.8,31.3,66.6,90.5,2.5,7.7
Hyderabad,Nampally,27-Aug-24,2.3,22.5,32.7,60.8,91.5,2.2,14.3
Hyderabad,Nampally,28-Aug-24,0.1,22.5,32.2,66.6,88.6,0.2,4.6
Hyderabad,Nampally,29-Aug-24,0,22.9,31.4,65,89.5,0,12.2
Hyderabad,Nampally,30-Aug-24,2.8,22.9,33.1,58.8,94.5,0,18.1
Hyderabad,Nampally,31-Aug-24,8.2,21.8,29.6,69,98.3,1.9,14.9
Hyderabad,Saidabad,01-Aug-24,0,25.8,33.7,64.6,100,3.6,21.5
Hyderabad,Saidabad,02-Aug-24,0.2,25.1,30.8,70.1,100,8.4,18.6
Hyderabad,Saidabad,03-Aug-24,0,24.7,32.4,67.3,100,6.3,23.8
Hyderabad,Saidabad,04-Aug-24,0,25,31.6,66.8,100,7.3,21.6
Hyderabad,Saidabad,05-Aug-24,0,24.6,32.6,66.3,100,5.1,23.6
Hyderabad,Saidabad,06-Aug-24,0,24.7,34.1,60.9,98.5,2.1,22.5
Hyderabad,Saidabad,07-Aug-24,0.4,24.3,30.3,70.2,100,4.6,19.7
Hyderabad,Saidabad,08-Aug-24,14.3,22.6,28.8,74.4,100,2.8,28
Hyderabad,Saidabad,09-Aug-24,5.6,23.6,31,69.3,100,0,15.5
Hyderabad,Saidabad,10-Aug-24,4.8,23.9,33.4,64.1,100,0,14.7
Hyderabad,Saidabad,11-Aug-24,0,25.8,34.2,60.5,100,0,21
Hyderabad,Saidabad,12-Aug-24,19.8,23.6,33.9,62.8,100,0,13.2
Hyderabad,Saidabad,13-Aug-24,1.5,24.7,35.7,62.1,100,0,9.2
Hyderabad,Saidabad,14-Aug-24,2.3,25.4,34.3,62.4,100,0,8.2
Hyderabad,Saidabad,15-Aug-24,0,26.2,35.6,61,100,0,12.1
Hyderabad,Saidabad,16-Aug-24,48.2,24.1,36.5,59.6,100,0,18.2
Hyderabad,Saidabad,17-Aug-24,0.3,24.8,35.5,61.4,100,0,11.4
Hyderabad,Saidabad,18-Aug-24,0.3,25.4,36,58.2,100,0,12.7
Hyderabad,Saidabad,19-Aug-24,0.8,26,36.3,61,100,0,12.4
Hyderabad,Saidabad,20-Aug-24,60,22.7,35.4,62.8,100,0,14.8
Hyderabad,Saidabad,21-Aug-24,4.1,23.5,35.4,60.1,100,0,16
Hyderabad,Saidabad,22-Aug-24,1.2,24,35.1,64.2,100,0,15
Hyderabad,Saidabad,23-Aug-24,0,24.5,31.7,69.4,100,5.6,20.2
Hyderabad,Saidabad,24-Aug-24,0,24.5,31.8,69.4,100,7.8,23.6
Hyderabad,Saidabad,25-Aug-24,2.9,23.1,28.5,73.7,100,10.2,28.8
Hyderabad,Saidabad,26-Aug-24,0,24.3,30.9,70.6,100,6.1,24.9
Hyderabad,Saidabad,27-Aug-24,0.8,23.7,33.7,63.6,100,8.1,21.6
Hyderabad,Saidabad,28-Aug-24,1.5,23.5,32.2,56.5,100,0.2,13.7
Hyderabad,Saidabad,29-Aug-24,0,24,31.4,56.1,100,5.5,23.3
Hyderabad,Saidabad,30-Aug-24,1.8,24.2,33.5,62.3,100,3.8,15.6
Hyderabad,Saidabad,31-Aug-24,4.7,22.9,29.7,70.1,100,1.4,20
Hyderabad,Secunderabad,01-Aug-24,0,25,34.3,57.7,88,1.5,8.2
Hyderabad,Secunderabad,02-Aug-24,0,24.1,31.6,65.3,91.2,1.3,9.3
Hyderabad,Secunderabad,03-Aug-24,0,24.4,32.7,61.8,87.2,3,8
Hyderabad,Secunderabad,04-Aug-24,0,24.5,32.7,59.8,86.8,2.6,8.6
Hyderabad,Secunderabad,05-Aug-24,0,23.6,32.9,58.7,89.2,2.7,8.9
Hyderabad,Secunderabad,06-Aug-24,0.2,24.7,36.6,48.3,88.3,0.1,9.7
Hyderabad,Secunderabad,07-Aug-24,0.9,23.9,31.5,62.3,93.6,0,7.7
Hyderabad,Secunderabad,08-Aug-24,18.1,22.2,28.3,76.1,97.5,0,3.9
Hyderabad,Secunderabad,09-Aug-24,7.4,23.4,31.4,70,97,0,5.5
Hyderabad,Secunderabad,10-Aug-24,0.2,23.5,33.2,57.7,95.1,0,4.3
Hyderabad,Secunderabad,11-Aug-24,0,24.9,36,52.1,87.5,0,4.7
Hyderabad,Secunderabad,12-Aug-24,18.6,23.3,34.8,55.8,97.5,0,4.5
Hyderabad,Secunderabad,13-Aug-24,24.1,24.2,36.1,53.7,97,0,3.1
Hyderabad,Secunderabad,14-Aug-24,0.8,24.9,36.6,58.4,97.3,0,5.5
Hyderabad,Secunderabad,15-Aug-24,0,24.8,35.5,59.5,97.3,0,4.1
Hyderabad,Secunderabad,16-Aug-24,54.9,22.2,36.6,54.7,98.9,0,5.8
Hyderabad,Secunderabad,17-Aug-24,8.3,23.1,36.6,55.6,98.1,0,6.2
Hyderabad,Secunderabad,18-Aug-24,0.6,24.1,37.2,52.6,97,0,3
Hyderabad,Secunderabad,19-Aug-24,0,24.7,37.9,52.5,88,0,6.1
Hyderabad,Secunderabad,20-Aug-24,73.3,22.4,36.9,55.7,98.8,0,4.9
Hyderabad,Secunderabad,21-Aug-24,16.2,23.6,36.6,50.2,98.9,0,7.1
Hyderabad,Secunderabad,22-Aug-24,0.4,22.8,36.3,60.1,97.1,0,4.9
Hyderabad,Secunderabad,23-Aug-24,0,23.7,33.2,60.2,94.2,0,4.8
Hyderabad,Secunderabad,24-Aug-24,0,24,33.4,63.8,90.7,0.4,3.9
Hyderabad,Secunderabad,25-Aug-24,8.1,22.3,28.6,74.7,97.5,0.4,5.9
Hyderabad,Secunderabad,26-Aug-24,0,23.6,32.4,63.8,92.7,0.2,7.3
Hyderabad,Secunderabad,27-Aug-24,0,23,34.6,56.2,93.2,1.4,13.9
Hyderabad,Secunderabad,28-Aug-24,0,23.2,32.4,59.1,93.3,0,11.1
Hyderabad,Secunderabad,29-Aug-24,0,23.4,32.1,62.2,89.7,0,10.2
Hyderabad,Secunderabad,30-Aug-24,7.1,22.4,33.7,57.2,98.6,0,3.9
Hyderabad,Secunderabad,31-Aug-24,11.3,22.3,30.8,72.3,99.2,0,7.6
Hyderabad,Shaikpet,01-Aug-24,0,24.7,34.5,50.5,88.8,5.2,14.8
Hyderabad,Shaikpet,02-Aug-24,0.2,24,30.6,64,92.7,1.8,12.6
Hyderabad,Shaikpet,03-Aug-24,0,23.7,32.2,59.1,87.5,3.8,13.9
Hyderabad,Shaikpet,04-Aug-24,0,23.8,32.6,57.3,87.5,1.8,13.9
Hyderabad,Shaikpet,05-Aug-24,0.2,23.2,32.4,58.3,90.1,1.7,13
Hyderabad,Shaikpet,06-Aug-24,0.2,23.9,35,47.2,91.9,0.9,9.9
Hyderabad,Shaikpet,07-Aug-24,1,23.4,31.3,63.5,96,0.9,13.8
Hyderabad,Shaikpet,08-Aug-24,26.2,22,28.1,73.3,100,0,9.9
Hyderabad,Shaikpet,09-Aug-24,14.1,22.9,31.2,63.5,100,0,9
Hyderabad,Shaikpet,10-Aug-24,5.2,22.7,33.2,56.1,99.4,0,11
Hyderabad,Shaikpet,11-Aug-24,0,24,34.9,50.5,91.4,0,23.4
Hyderabad,Shaikpet,12-Aug-24,18,22.6,33.8,55.1,100,0,8.5
Hyderabad,Shaikpet,13-Aug-24,25.4,23.7,34.6,52.7,100,0,7.2
Hyderabad,Shaikpet,14-Aug-24,0.3,24.8,35.3,52.1,99.4,0,6.6
Hyderabad,Shaikpet,15-Aug-24,7,24.2,34.7,54.6,96.8,0,9.6
Hyderabad,Shaikpet,16-Aug-24,41.8,22.2,38.2,43.4,100,0,14.4
Hyderabad,Shaikpet,17-Aug-24,7.4,23.5,37.5,46.2,98.4,0,9.4
Hyderabad,Shaikpet,18-Aug-24,0.3,24.5,38.4,43.6,96.5,0,15.4
Hyderabad,Shaikpet,19-Aug-24,0.4,23.1,36.9,47.6,97.9,0,9.8
Hyderabad,Shaikpet,20-Aug-24,70.6,22.3,36.7,52.1,100,0,22.9
Hyderabad,Shaikpet,21-Aug-24,14.1,23.5,36.6,50.9,100,0,6.1
Hyderabad,Shaikpet,22-Aug-24,0.1,22.7,36.9,50.9,91.9,0.1,12.1
Hyderabad,Shaikpet,23-Aug-24,0.4,22.8,31.9,60.1,98.7,2.7,10.9
Hyderabad,Shaikpet,24-Aug-24,2.3,23.6,32,60.6,93.6,1.6,15.4
Hyderabad,Shaikpet,25-Aug-24,5.4,21.9,28.6,69.1,99,4,17.7
Hyderabad,Shaikpet,26-Aug-24,0.6,23.4,31.7,60.6,94.5,2.7,11.8
Hyderabad,Shaikpet,27-Aug-24,0.4,22.2,33.6,49.4,89.5,2.9,11.7
Hyderabad,Shaikpet,28-Aug-24,0,22.5,32.2,54.2,89.3,0.5,10
Hyderabad,Shaikpet,29-Aug-24,0,22.7,32.3,52.8,91.4,1,9.6
Hyderabad,Shaikpet,30-Aug-24,1.1,22.4,32.6,55.1,97,0.2,11.6
Hyderabad,Shaikpet,31-Aug-24,7.4,21.9,29.8,63.5,100,0.9,11.9
Hyderabad,Tirumalgiri,01-Aug-24,0,25.2,31.6,74.3,87.1,0,13
Hyderabad,Tirumalgiri,02-Aug-24,0,24.3,29.7,77.4,90.2,2,14.7
Hyderabad,Tirumalgiri,03-Aug-24,0,24.3,30.2,76.5,85.9,4.6,15.3
Hyderabad,Tirumalgiri,04-Aug-24,0,24.5,29.7,76,85.4,0.7,15.7
Hyderabad,Tirumalgiri,05-Aug-24,0,23.9,30.4,75,88.1,0,13.7
Hyderabad,Tirumalgiri,06-Aug-24,0.4,24.5,32.6,69,91.6,0,12
Hyderabad,Tirumalgiri,07-Aug-24,1.1,23.7,28.7,79.1,92,0,12.7
Hyderabad,Tirumalgiri,08-Aug-24,6.3,22.3,26.4,84.3,95.2,0.1,10.8
Hyderabad,Tirumalgiri,09-Aug-24,1.5,23.7,29.4,76.5,93.9,0,12.7
Hyderabad,Tirumalgiri,10-Aug-24,0,24,31.6,71,90.2,0,11.9
Hyderabad,Tirumalgiri,11-Aug-24,0,25.1,32.3,70.5,87.1,0,13.6
Hyderabad,Tirumalgiri,12-Aug-24,2.8,23.6,32,71.4,92,0,13.6
Hyderabad,Tirumalgiri,13-Aug-24,3.2,25.2,32.9,69,91.6,0,11
Hyderabad,Tirumalgiri,14-Aug-24,0,25.6,33.2,72.9,91.9,0,9.6
Hyderabad,Tirumalgiri,15-Aug-24,0,25.4,34.1,69.5,92,0,1
Hyderabad,Tirumalgiri,16-Aug-24,22,22.2,35.7,68.2,95,0,13.4
Hyderabad,Tirumalgiri,17-Aug-24,14.4,23.3,34.8,68.7,95.5,0,14.5
Hyderabad,Tirumalgiri,18-Aug-24,0,24.6,36.2,60.1,92,0,3
Hyderabad,Tirumalgiri,19-Aug-24,0,25.8,35.8,65.2,82.4,0,7.1
Hyderabad,Tirumalgiri,20-Aug-24,52.8,22.5,35.7,67.2,97.1,0,5.9
Hyderabad,Tirumalgiri,21-Aug-24,4.6,23.4,36.2,62.2,97.5,0,3.3
Hyderabad,Tirumalgiri,22-Aug-24,0,23.3,33.3,73.8,91,0,5.9
Hyderabad,Tirumalgiri,23-Aug-24,0,24.2,31,76,89.2,0,9
Hyderabad,Tirumalgiri,24-Aug-24,0,24.1,30.9,75.5,88.3,0,9.6
Hyderabad,Tirumalgiri,25-Aug-24,2.5,22.6,27.5,80.5,93.1,3.1,12.4
Hyderabad,Tirumalgiri,26-Aug-24,0,23.9,29.4,78.4,87.8,0,10.8
Hyderabad,Tirumalgiri,27-Aug-24,0,23.3,31,72.7,89.2,0.2,15
Hyderabad,Tirumalgiri,28-Aug-24,0,23.4,30.3,75,88.7,0,15.5
Hyderabad,Tirumalgiri,29-Aug-24,0,23.6,30.4,72.3,87.3,0,14.5
Hyderabad,Tirumalgiri,30-Aug-24,8.7,22.6,30.1,75,93.6,0,12.4
Hyderabad,Tirumalgiri,31-Aug-24,3.6,22.4,28.1,79.1,94.1,0,12.2
Hyderabad,Amberpet,01-Sep-24,47.8,22.9,25.9,85,99.2,0,34.2
Hyderabad,Amberpet,02-Sep-24,42.7,21.3,24.8,84.8,100,6.6,15.9
Hyderabad,Amberpet,03-Sep-24,1.2,21.9,25.1,81.8,100,0,4.9
Hyderabad,Amberpet,04-Sep-24,13.6,22.7,30.2,64.5,100,1.1,15.4
Hyderabad,Amberpet,05-Sep-24,39.9,22.8,29.8,66.5,100,2.1,13.4
Hyderabad,Amberpet,06-Sep-24,14.8,23,33.6,51.2,99.2,0.5,13.8
Hyderabad,Amberpet,07-Sep-24,12.5,23,33.2,53.9,100,0,13.4
Hyderabad,Amberpet,08-Sep-24,0,23.9,31.8,57.2,91.9,3.3,14.6
Hyderabad,Amberpet,09-Sep-24,6.7,24,29.3,65.5,96.3,1.2,13.9
Hyderabad,Amberpet,10-Sep-24,0,23.6,28.1,68.5,93.7,4.6,14.7
